일시,지점,지점명,기온(°C),풍속(m/s),풍향(16방위),습도(%),전운량(10분위),강수량(mm),증기압(hPa),해면기압(hPa),일조(hr),중하층운량(10분위)
2016-05-03 22:00,152,울산,15.4,4.5,200,48,,,8.4,1000.4,,
2016-05-03 23:00,152,울산,15.6,6.0,230,46,,,8.1,1000.7,,
2016-05-04 00:00,152,울산,15.5,5.9,230,45,1,,7.9,1000.5,,1
2016-05-04 01:00,152,울산,15.3,5.7,250,44,,,7.6,1000.4,,
2016-05-04 02:00,152,울산,15.5,5.6,230,44,,,7.7,1000.2,,
2016-05-04 03:00,152,울산,15.3,4.0,230,45,0,,7.8,1000.5,,0
2016-05-04 04:00,152,울산,15.0,5.0,200,47,0,,8.0,1000.5,,0
2016-05-04 05:00,152,울산,15.3,5.7,230,45,0,,7.8,1001.0,,0
2016-05-04 06:00,152,울산,15.5,6.1,230,44,0,,7.7,1001.7,0.0,0
2016-05-04 07:00,152,울산,16.5,5.3,230,41,0,,7.6,1002.0,1.0,0
2016-05-04 08:00,152,울산,16.8,4.9,200,43,0,,8.2,1002.2,1.0,0
2016-05-04 09:00,152,울산,18.4,4.4,200,39,0,,8.2,1002.3,1.0,0
2016-05-04 10:00,152,울산,20.3,4.0,230,34,0,,8.1,1002.3,1.0,0
2016-05-04 11:00,152,울산,21.5,5.2,230,32,0,,8.1,1002.2,1.0,0
2016-05-04 12:00,152,울산,23.2,4.9,250,27,1,,7.6,1001.7,1.0,1
2016-05-04 13:00,152,울산,23.7,7.1,250,21,1,,6.1,1001.5,1.0,1
2016-05-04 14:00,152,울산,24.3,5.4,250,21,1,,6.3,1001.6,1.0,1
2016-05-04 15:00,152,울산,24.6,7.6,250,17,0,,5.3,1001.3,1.0,0
2016-05-04 16:00,152,울산,24.3,6.6,250,14,0,,4.2,1001.6,1.0,0
2016-05-04 17:00,152,울산,23.7,6.8,250,14,0,,4.1,1002.0,1.0,0
2016-05-04 18:00,152,울산,22.9,5.4,270,15,0,,4.2,1003.0,1.0,0
2016-05-04 19:00,152,울산,21.7,4.8,270,17,,,4.4,1004.2,0.7,
2016-05-04 20:00,152,울산,20.5,4.0,250,19,,,4.6,1005.5,0.0,
2016-05-04 21:00,152,울산,19.6,3.2,270,21,0,,4.8,1006.9,,0
2016-05-04 22:00,152,울산,19.5,4.2,250,20,,,4.5,1007.9,,
2016-05-04 23:00,152,울산,18.8,4.3,270,20,,,4.3,1008.3,,
2016-05-05 00:00,152,울산,17.8,0.7,180,23,0,,4.7,1010.1,,0
2016-05-05 01:00,152,울산,16.9,0.6,320,25,,,4.8,1011.1,,
2016-05-05 02:00,152,울산,17.4,2.2,250,27,,,5.4,1011.6,,
2016-05-05 03:00,152,울산,17.0,1.4,50,30,0,,5.8,1012.4,,0
2016-05-05 04:00,152,울산,16.1,0.8,180,34,0,,6.2,1013.1,,0
2016-05-05 05:00,152,울산,15.6,0.3,0,34,0,,6.0,1014.3,,0
2016-05-05 06:00,152,울산,15.5,0.9,230,36,0,,6.3,1015.3,0.1,0
2016-05-05 07:00,152,울산,15.5,2.3,270,42,0,,7.4,1016.2,1.0,0
2016-05-05 08:00,152,울산,18.0,2.0,270,38,2,,7.8,1016.8,1.0,0
2016-05-05 09:00,152,울산,20.3,3.3,290,32,3,,7.6,1016.9,1.0,0
2016-05-05 10:00,152,울산,22.7,3.4,320,26,6,,7.1,1016.0,1.0,0
2016-05-05 11:00,152,울산,23.8,3.6,290,19,5,,5.6,1016.0,1.0,0
2016-05-05 12:00,152,울산,25.8,2.5,320,10,7,,3.3,1015.2,1.0,0
2016-05-05 13:00,152,울산,24.1,2.4,160,28,8,,8.4,1014.6,1.0,0
2016-05-05 14:00,152,울산,23.9,3.0,140,25,8,,7.4,1014.5,1.0,0
2016-05-05 15:00,152,울산,24.5,3.2,140,19,8,,5.8,1014.1,1.0,0
2016-05-05 16:00,152,울산,23.7,1.7,160,22,8,,6.4,1013.7,0.3,0
2016-05-05 17:00,152,울산,21.9,1.4,140,31,8,,8.1,1014.1,0.0,0
2016-05-05 18:00,152,울산,21.6,2.9,180,28,8,,7.2,1014.3,0.0,0
2016-05-05 19:00,152,울산,20.3,2.0,200,27,,,6.4,1014.6,0.0,
2016-05-05 20:00,152,울산,19.0,1.1,180,32,,,7.0,1014.6,0.0,
2016-05-05 21:00,152,울산,18.6,1.7,180,28,9,,6.0,1014.4,,0
2016-05-05 22:00,152,울산,18.4,0.1,0,27,,,5.7,1014.6,,
2016-05-05 23:00,152,울산,18.9,1.8,180,46,,,10.0,1014.3,,
2016-05-06 00:00,152,울산,18.6,2.3,200,62,9,,13.2,1013.3,,4
2016-05-06 01:00,152,울산,17.7,2.0,200,72,,,14.5,1012.3,,
2016-05-06 02:00,152,울산,19.2,3.5,200,61,,,13.5,1012.1,,
2016-05-06 03:00,152,울산,19.3,3.0,180,64,10,,14.3,1011.2,,3
2016-05-06 04:00,152,울산,19.2,3.2,200,66,10,,14.6,1009.5,,4
2016-05-06 05:00,152,울산,18.9,4.8,180,76,10,,16.5,1009.1,,6
2016-05-06 06:00,152,울산,18.1,6.2,180,78,10,,16.1,1009.1,0.0,6
2016-05-06 07:00,152,울산,16.6,3.6,180,90,10,,16.9,1009.8,0.0,6
2016-05-06 08:00,152,울산,16.6,2.9,180,95,10,,17.8,1009.8,0.0,6
2016-05-06 09:00,152,울산,17.3,2.8,180,93,10,,18.3,1009.5,0.0,7
2016-05-06 10:00,152,울산,17.4,3.8,160,92,9,,18.2,1009.3,0.2,9
2016-05-06 11:00,152,울산,17.0,2.7,180,96,9,,18.5,1009.0,0.0,9
2016-05-06 12:00,152,울산,17.8,2.8,180,94,9,,19.1,1008.2,0.0,9
2016-05-06 13:00,152,울산,17.9,2.3,180,90,9,,18.4,1007.5,0.0,9
2016-05-06 14:00,152,울산,16.9,1.8,140,98,9,,18.8,1006.9,0.0,9
2016-05-06 15:00,152,울산,17.1,2.3,160,98,9,,19.0,1006.0,0.0,9
2016-05-06 16:00,152,울산,17.7,2.0,110,98,9,,19.7,1005.3,0.0,9
2016-05-06 17:00,152,울산,18.6,1.7,110,95,3,,20.2,1004.9,0.2,3
2016-05-06 18:00,152,울산,18.7,1.1,140,95,2,,20.4,1003.9,1.0,2
2016-05-06 19:00,152,울산,17.2,0.2,0,98,,,19.1,1004.7,0.2,
2016-05-06 20:00,152,울산,17.2,0.0,0,98,,,19.1,1005.1,0.0,
2016-05-06 21:00,152,울산,17.6,0.8,160,98,5,,19.6,1005.7,,5
2016-05-06 22:00,152,울산,17.0,0.4,0,98,,,18.9,1006.4,,
2016-05-06 23:00,152,울산,17.6,0.9,270,98,,,19.6,1006.4,,
2016-05-07 00:00,152,울산,16.5,0.4,0,98,0,,18.3,1006.5,,0
2016-05-07 01:00,152,울산,16.3,1.1,70,98,,,18.1,1006.6,,
2016-05-07 02:00,152,울산,17.5,2.1,290,98,,,19.5,1006.5,,
2016-05-07 03:00,152,울산,17.8,2.8,320,97,0,,19.7,1007.5,,0
2016-05-07 04:00,152,울산,16.2,2.3,340,82,0,,15.1,1008.2,,0
2016-05-07 05:00,152,울산,15.8,3.4,320,67,0,,11.9,1009.4,,0
2016-05-07 06:00,152,울산,14.9,1.9,20,65,0,,10.9,1010.1,0.0,0
2016-05-07 07:00,152,울산,15.9,3.6,320,60,1,,10.8,1010.6,0.6,0
2016-05-07 08:00,152,울산,17.5,3.8,320,51,0,,10.2,1011.0,1.0,0
2016-05-07 09:00,152,울산,19.2,2.9,340,43,0,,9.5,1011.0,1.0,0
2016-05-07 10:00,152,울산,20.8,3.2,320,31,0,,7.6,1011.6,1.0,0
2016-05-07 11:00,152,울산,22.1,3.4,290,29,0,,7.7,1011.8,1.0,0
2016-05-07 12:00,152,울산,22.6,4.3,320,28,5,,7.6,1011.7,1.0,0
2016-05-07 13:00,152,울산,22.9,3.6,290,30,6,,8.3,1011.7,1.0,0
2016-05-07 14:00,152,울산,23.6,3.9,270,28,6,,8.1,1011.2,1.0,0
2016-05-07 15:00,152,울산,24.8,2.5,290,26,7,,8.1,1010.9,1.0,0
2016-05-07 16:00,152,울산,20.8,2.2,110,52,7,,12.7,1011.2,1.0,0
2016-05-07 17:00,152,울산,21.7,1.5,180,40,7,,10.3,1011.3,0.2,0
2016-05-07 18:00,152,울산,21.8,0.4,0,42,7,,10.9,1011.8,0.0,0
2016-05-07 19:00,152,울산,21.1,1.0,290,29,8,,7.2,1012.5,0.0,0
2016-05-07 20:00,152,울산,20.9,1.6,290,25,8,,6.2,1013.5,0.0,0
2016-05-07 21:00,152,울산,20.3,1.7,340,25,6,,6.0,1014.2,,0
2016-05-07 22:00,152,울산,19.7,1.9,360,29,,,6.6,1014.9,,
2016-05-07 23:00,152,울산,18.3,2.3,340,35,,,7.3,1015.5,,
2016-05-08 00:00,152,울산,16.2,1.5,360,50,0,,9.2,1016.4,,0
2016-05-08 01:00,152,울산,16.0,1.4,340,48,,,8.7,1016.7,,
2016-05-08 02:00,152,울산,16.3,2.4,340,49,,,9.0,1017.0,,
2016-05-08 03:00,152,울산,14.6,2.0,320,60,0,,9.9,1017.1,,0
2016-05-08 04:00,152,울산,14.1,0.6,320,68,0,,10.9,1017.4,,0
2016-05-08 05:00,152,울산,14.2,1.4,320,85,3,,13.7,1018.1,,0
2016-05-08 06:00,152,울산,14.4,1.7,320,91,1,,14.9,1018.4,0.0,0
2016-05-08 07:00,152,울산,15.9,1.3,340,84,6,,15.1,1018.6,0.7,0
2016-05-08 08:00,152,울산,16.9,0.9,50,77,6,,14.8,1018.9,1.0,0
2016-05-08 09:00,152,울산,19.3,0.6,320,60,6,,13.4,1018.7,1.0,0
2016-05-08 10:00,152,울산,21.2,2.2,110,34,7,,8.5,1018.8,1.0,0
2016-05-08 11:00,152,울산,21.8,2.6,110,32,7,,8.3,1018.7,1.0,0
2016-05-08 12:00,152,울산,21.6,2.9,110,31,7,,8.0,1018.3,1.0,0
2016-05-08 13:00,152,울산,21.5,3.1,110,34,7,,8.7,1018.0,1.0,0
2016-05-08 14:00,152,울산,21.2,2.3,110,31,7,,7.7,1017.4,0.7,0
2016-05-08 15:00,152,울산,20.9,3.2,90,34,8,,8.4,1016.8,0.5,0
2016-05-08 16:00,152,울산,20.4,2.2,110,35,8,,8.4,1016.3,0.0,0
2016-05-08 17:00,152,울산,20.0,2.5,90,34,9,,7.9,1016.0,0.1,0
2016-05-08 18:00,152,울산,19.0,1.3,50,39,9,,8.5,1015.7,0.0,4
2016-05-08 19:00,152,울산,18.4,0.7,90,41,,,8.6,1015.8,0.0,
2016-05-08 20:00,152,울산,17.3,1.4,50,43,,,8.4,1015.9,0.0,
2016-05-08 21:00,152,울산,16.9,0.3,0,46,9,,8.8,1016.3,,4
2016-05-08 22:00,152,울산,16.9,0.3,0,49,,,9.4,1016.1,,
2016-05-08 23:00,152,울산,16.3,0.3,0,50,,,9.2,1015.4,,
2016-05-09 00:00,152,울산,16.0,1.0,340,51,7,,9.2,1015.0,,0
2016-05-09 01:00,152,울산,15.8,0.5,340,54,,,9.6,1014.3,,
2016-05-09 02:00,152,울산,15.5,0.8,320,55,,,9.6,1013.5,,
2016-05-09 03:00,152,울산,15.3,0.7,340,54,9,,9.3,1013.0,,3
2016-05-09 04:00,152,울산,15.1,0.6,360,58,9,,9.9,1012.5,,2
2016-05-09 05:00,152,울산,15.1,0.8,340,57,10,0.0,9.7,1012.1,,6
2016-05-09 06:00,152,울산,15.0,0.8,340,63,10,0.0,10.7,1012.1,0.0,5
2016-05-09 07:00,152,울산,15.4,1.2,320,64,10,,11.2,1012.3,0.0,5
2016-05-09 08:00,152,울산,17.6,0.5,270,54,10,,10.8,1012.0,0.0,4
2016-05-09 09:00,152,울산,18.3,0.4,0,51,10,,10.6,1011.8,0.0,4
2016-05-09 10:00,152,울산,19.7,0.6,340,50,10,,11.4,1011.9,0.0,5
2016-05-09 11:00,152,울산,20.0,0.9,140,45,10,,10.4,1011.6,0.0,5
2016-05-09 12:00,152,울산,21.1,1.6,160,37,9,,9.2,1010.7,0.0,3
2016-05-09 13:00,152,울산,21.8,2.0,140,49,9,,12.8,1010.3,0.2,3
2016-05-09 14:00,152,울산,21.7,1.5,110,47,9,,12.1,1009.2,0.1,3
2016-05-09 15:00,152,울산,22.3,2.2,160,55,6,0.0,14.8,1008.5,0.7,3
2016-05-09 16:00,152,울산,21.9,2.1,160,56,8,,14.7,1008.6,0.7,2
2016-05-09 17:00,152,울산,21.0,1.4,140,60,10,,14.9,1008.6,0.0,2
2016-05-09 18:00,152,울산,20.4,1.0,180,64,10,,15.3,1008.4,0.0,10
2016-05-09 19:00,152,울산,19.6,0.9,180,69,,,15.7,1008.2,0.0,
2016-05-09 20:00,152,울산,18.9,1.2,160,71,,,15.5,1008.6,0.0,
2016-05-09 21:00,152,울산,18.0,1.2,140,70,10,,14.4,1009.1,,10
2016-05-09 22:00,152,울산,17.7,0.3,0,75,,,15.2,1009.0,,
2016-05-09 23:00,152,울산,17.5,1.1,140,72,,,14.3,1008.7,,
2016-05-10 00:00,152,울산,17.0,1.3,140,82,10,,15.8,1008.5,,10
2016-05-10 01:00,152,울산,17.3,1.5,180,76,,,15.0,1008.0,,
2016-05-10 02:00,152,울산,17.1,0.3,0,79,,,15.4,1007.6,,
2016-05-10 03:00,152,울산,16.8,0.6,340,86,10,,16.4,1006.9,,10
2016-05-10 04:00,152,울산,17.0,0.6,320,87,10,,16.8,1007.1,,10
2016-05-10 05:00,152,울산,16.6,1.0,250,87,10,,16.4,1006.5,,10
2016-05-10 06:00,152,울산,16.5,1.5,360,90,10,0.0,16.8,1006.2,0.0,6
2016-05-10 07:00,152,울산,15.4,1.4,340,98,10,1.9,17.0,1006.8,0.0,7
2016-05-10 08:00,152,울산,15.3,2.2,340,98,10,3.4,16.9,1006.0,0.0,7
2016-05-10 09:00,152,울산,15.8,0.8,290,98,10,0.9,17.5,1005.9,0.0,7
2016-05-10 10:00,152,울산,15.9,0.7,340,98,10,1.4,17.6,1006.1,0.0,7
2016-05-10 11:00,152,울산,14.9,2.8,320,98,10,3.1,16.5,1006.0,0.0,7
2016-05-10 12:00,152,울산,14.7,3.1,340,98,10,1.4,16.3,1005.2,0.0,7
2016-05-10 13:00,152,울산,13.5,4.4,360,98,10,3.0,15.1,1004.5,0.0,7
2016-05-10 14:00,152,울산,13.0,3.5,340,98,10,1.1,14.6,1004.5,0.0,7
2016-05-10 15:00,152,울산,12.7,3.7,340,98,10,0.5,14.3,1004.2,0.0,7
2016-05-10 16:00,152,울산,12.5,2.5,340,98,10,0.0,14.1,1003.4,0.0,7
2016-05-10 17:00,152,울산,12.4,3.1,340,98,10,0.6,14.0,1003.4,0.0,7
2016-05-10 18:00,152,울산,12.1,4.1,340,98,10,0.8,13.7,1003.2,0.0,7
2016-05-10 19:00,152,울산,12.1,4.1,340,98,10,0.2,13.7,1003.2,0.0,7
2016-05-10 20:00,152,울산,12.6,3.5,320,98,10,0.0,14.2,1003.5,0.0,7
2016-05-10 21:00,152,울산,12.7,3.7,340,98,10,0.5,14.3,1004.2,,7
2016-05-10 22:00,152,울산,12.7,3.5,340,98,10,0.7,14.3,1004.3,,7
2016-05-10 23:00,152,울산,12.7,3.5,340,98,10,0.0,14.3,1004.9,,6
2016-05-11 00:00,152,울산,12.6,4.2,340,98,10,,14.2,1005.2,,7
2016-05-11 01:00,152,울산,12.7,2.8,340,95,,,13.9,1004.9,,
2016-05-11 02:00,152,울산,12.6,2.0,340,94,,,13.7,1005.5,,
2016-05-11 03:00,152,울산,12.2,2.8,340,97,10,0.0,13.7,1005.5,,7
2016-05-11 04:00,152,울산,12.2,1.4,340,96,10,0.1,13.6,1006.2,,6
2016-05-11 05:00,152,울산,11.9,1.6,340,98,10,0.1,13.6,1006.7,,6
2016-05-11 06:00,152,울산,11.9,2.4,340,97,10,0.1,13.5,1007.0,0.0,6
2016-05-11 07:00,152,울산,12.2,1.1,340,98,10,0.0,13.8,1007.8,0.0,6
2016-05-11 08:00,152,울산,12.8,0.2,0,98,10,,14.4,1008.3,0.0,6
2016-05-11 09:00,152,울산,14.2,2.4,340,88,8,,14.2,1008.9,0.0,6
2016-05-11 10:00,152,울산,15.8,2.7,360,75,8,,13.4,1008.9,0.4,8
2016-05-11 11:00,152,울산,17.0,1.9,320,69,5,,13.3,1009.2,0.6,5
2016-05-11 12:00,152,울산,17.0,2.0,90,68,6,,13.1,1009.1,0.9,6
2016-05-11 13:00,152,울산,18.2,1.4,140,63,6,,13.1,1008.9,0.6,6
2016-05-11 14:00,152,울산,18.0,2.8,110,75,4,,15.4,1009.1,0.7,4
2016-05-11 15:00,152,울산,17.7,2.8,160,74,2,,14.9,1009.5,1.0,2
2016-05-11 16:00,152,울산,17.3,2.6,140,76,0,,15.0,1009.6,1.0,0
2016-05-11 17:00,152,울산,16.1,2.8,140,81,0,,14.8,1009.8,1.0,0
2016-05-11 18:00,152,울산,15.5,2.9,140,85,0,,14.9,1010.0,1.0,0
2016-05-11 19:00,152,울산,15.1,1.5,140,89,,,15.2,1010.3,0.7,
2016-05-11 20:00,152,울산,14.3,0.7,180,93,,,15.1,1011.2,0.0,
2016-05-11 21:00,152,울산,14.2,2.0,200,94,0,,15.2,1011.8,,0
2016-05-11 22:00,152,울산,13.8,0.2,0,97,,,15.3,1012.4,,
2016-05-11 23:00,152,울산,13.3,0.7,200,98,,,14.9,1013.1,,
2016-05-12 00:00,152,울산,12.6,0.8,270,98,0,,14.2,1013.1,,0
2016-05-12 01:00,152,울산,11.9,0.0,0,98,,,13.6,1012.3,,
2016-05-12 02:00,152,울산,12.3,1.5,320,98,,,13.9,1012.6,,
2016-05-12 03:00,152,울산,12.5,1.3,320,98,0,,14.1,1012.8,,0
2016-05-12 04:00,152,울산,11.4,0.2,0,98,0,,13.1,1013.1,,0
2016-05-12 05:00,152,울산,12.8,1.9,320,98,0,,14.4,1013.3,,0
2016-05-12 06:00,152,울산,12.3,0.7,360,98,0,,13.9,1013.6,0.2,0
2016-05-12 07:00,152,울산,13.9,1.0,160,98,0,,15.5,1013.7,1.0,0
2016-05-12 08:00,152,울산,16.4,1.1,140,83,2,,15.4,1014.0,1.0,0
2016-05-12 09:00,152,울산,19.0,1.2,140,74,3,,16.2,1014.6,1.0,0
2016-05-12 10:00,152,울산,21.4,2.5,200,65,2,,16.5,1014.7,1.0,0
2016-05-12 11:00,152,울산,22.8,4.2,200,34,1,,9.4,1014.5,1.0,0
2016-05-12 12:00,152,울산,23.5,4.9,200,37,0,,10.6,1014.1,1.0,0
2016-05-12 13:00,152,울산,24.1,5.3,200,30,0,,9.0,1013.3,1.0,0
2016-05-12 14:00,152,울산,24.7,,,33,0,,10.2,1012.6,1.0,0
2016-05-12 15:00,152,울산,25.3,2.9,180,31,0,,9.9,1011.8,1.0,0
2016-05-12 16:00,152,울산,24.6,3.8,160,38,0,,11.7,1011.0,1.0,0
2016-05-12 17:00,152,울산,24.1,3.2,160,41,0,,12.3,1010.9,1.0,0
2016-05-12 18:00,152,울산,22.1,4.4,180,41,0,,10.9,1011.1,1.0,0
2016-05-12 19:00,152,울산,20.3,4.2,200,43,,,10.2,1011.9,0.7,
2016-05-12 20:00,152,울산,19.3,3.5,180,46,,,10.2,1012.6,0.0,
2016-05-12 21:00,152,울산,18.8,2.6,200,45,0,,9.7,1013.0,,0
2016-05-12 22:00,152,울산,17.5,1.7,230,48,,,9.5,1013.7,,
2016-05-12 23:00,152,울산,16.6,1.3,230,49,,,9.2,1014.0,,
2016-05-13 00:00,152,울산,16.3,2.1,200,51,0,,9.4,1014.3,,0
2016-05-13 01:00,152,울산,16.1,2.0,250,55,,,10.0,1014.4,,
2016-05-13 02:00,152,울산,14.9,3.2,290,68,,,11.5,1014.7,,
2016-05-13 03:00,152,울산,14.7,0.9,90,70,0,,11.6,1014.4,,0
2016-05-13 04:00,152,울산,13.5,1.2,360,79,0,,12.2,1015.3,,0
2016-05-13 05:00,152,울산,12.1,1.6,20,87,0,,12.2,1016.1,,0
2016-05-13 06:00,152,울산,12.9,1.8,270,89,0,,13.2,1016.6,0.2,0
2016-05-13 07:00,152,울산,14.7,1.4,50,82,2,,13.7,1016.8,1.0,0
2016-05-13 08:00,152,울산,17.9,1.1,340,74,9,,15.1,1017.4,1.0,0
2016-05-13 09:00,152,울산,18.7,2.1,320,63,9,,13.6,1017.7,1.0,0
2016-05-13 10:00,152,울산,20.4,2.3,50,62,9,,14.8,1017.9,1.0,0
2016-05-13 11:00,152,울산,21.2,2.3,290,58,8,,14.5,1018.2,0.3,2
2016-05-13 12:00,152,울산,21.0,2.6,360,60,8,,14.9,1018.6,0.1,2
2016-05-13 13:00,152,울산,21.1,3.4,360,63,9,,15.7,1018.9,0.3,3
2016-05-13 14:00,152,울산,18.0,3.5,20,62,10,,12.8,1019.7,0.4,4
2016-05-13 15:00,152,울산,18.0,4.5,360,56,8,,11.5,1020.6,0.6,6
2016-05-13 16:00,152,울산,17.4,2.2,50,60,10,,11.9,1021.0,0.1,6
2016-05-13 17:00,152,울산,16.9,2.6,360,62,10,,11.9,1021.6,0.0,6
2016-05-13 18:00,152,울산,16.5,2.8,340,60,8,,11.2,1022.0,0.0,8
2016-05-13 19:00,152,울산,16.4,2.8,340,61,,,11.3,1022.3,0.0,
2016-05-13 20:00,152,울산,14.4,1.3,340,75,,,12.3,1023.4,0.0,
2016-05-13 21:00,152,울산,14.0,2.7,320,79,0,,12.6,1024.0,,0
2016-05-13 22:00,152,울산,13.1,2.5,290,83,,,12.4,1024.5,,
2016-05-13 23:00,152,울산,12.1,0.6,340,86,,,12.1,1024.6,,
2016-05-14 00:00,152,울산,12.1,1.3,320,85,1,,11.9,1024.8,,0
2016-05-14 01:00,152,울산,11.6,0.7,360,89,,,12.1,1025.1,,
2016-05-14 02:00,152,울산,12.3,2.2,320,89,,,12.7,1024.8,,
2016-05-14 03:00,152,울산,12.1,3.0,320,91,4,,12.8,1024.9,,0
2016-05-14 04:00,152,울산,12.4,2.7,320,91,7,,13.0,1025.1,,0
2016-05-14 05:00,152,울산,11.9,2.2,320,93,6,,12.9,1025.0,,5
2016-05-14 06:00,152,울산,12.5,1.4,320,92,9,,13.3,1025.8,0.0,9
2016-05-14 07:00,152,울산,13.7,1.8,290,87,7,,13.6,1026.0,0.5,6
2016-05-14 08:00,152,울산,15.3,1.7,360,79,1,,13.7,1025.5,1.0,0
2016-05-14 09:00,152,울산,17.6,2.2,50,67,1,,13.4,1025.4,1.0,0
2016-05-14 10:00,152,울산,18.0,3.8,70,62,1,,12.8,1025.2,1.0,0
2016-05-14 11:00,152,울산,18.0,3.5,20,62,1,,12.8,1024.9,1.0,0
2016-05-14 12:00,152,울산,18.5,4.0,90,60,0,,12.7,1024.5,1.0,0
2016-05-14 13:00,152,울산,18.4,5.1,70,54,0,,11.4,1024.0,1.0,0
2016-05-14 14:00,152,울산,18.4,4.5,70,62,1,,13.0,1023.3,1.0,0
2016-05-14 15:00,152,울산,17.6,4.3,90,69,0,,13.8,1022.8,1.0,0
2016-05-14 16:00,152,울산,17.4,3.4,70,69,0,,13.7,1022.1,1.0,0
2016-05-14 17:00,152,울산,16.6,3.7,70,68,2,,12.8,1021.3,1.0,0
2016-05-14 18:00,152,울산,15.7,3.6,70,74,2,,13.1,1021.3,1.0,0
2016-05-14 19:00,152,울산,15.0,1.3,20,78,,,13.2,1021.3,0.5,
2016-05-14 20:00,152,울산,14.5,1.2,360,80,,,13.1,1021.5,0.0,
2016-05-14 21:00,152,울산,14.4,1.2,340,79,3,,12.9,1021.7,,0
2016-05-14 22:00,152,울산,13.7,1.4,340,83,,,12.9,1021.5,,
2016-05-14 23:00,152,울산,13.5,1.5,50,80,,,12.4,1021.1,,
2016-05-15 00:00,152,울산,13.2,1.4,320,86,0,,13.0,1020.9,,0
2016-05-15 01:00,152,울산,12.5,0.5,340,91,,,13.1,1020.0,,
2016-05-15 02:00,152,울산,11.8,0.1,0,96,,,13.2,1019.2,,
2016-05-15 03:00,152,울산,11.8,0.6,320,95,0,,13.1,1018.6,,0
2016-05-15 04:00,152,울산,11.5,0.1,0,98,4,,13.2,1018.1,,0
2016-05-15 05:00,152,울산,11.2,0.2,0,98,5,,12.9,1017.4,,3
2016-05-15 06:00,152,울산,11.8,0.7,320,98,7,,13.5,1016.9,0.0,4
2016-05-15 07:00,152,울산,14.5,0.1,0,91,4,,15.0,1016.7,0.3,0
2016-05-15 08:00,152,울산,15.3,1.4,160,83,4,,14.4,1016.0,0.9,0
2016-05-15 09:00,152,울산,18.2,1.6,140,78,3,,16.2,1015.3,1.0,0
2016-05-15 10:00,152,울산,21.0,2.2,140,75,6,,18.5,1014.4,1.0,3
2016-05-15 11:00,152,울산,21.7,2.4,140,73,7,,18.9,1013.7,1.0,5
2016-05-15 12:00,152,울산,21.7,3.0,140,79,7,,20.4,1012.3,1.0,5
2016-05-15 13:00,152,울산,23.1,2.5,160,75,7,,21.2,1011.7,0.5,5
2016-05-15 14:00,152,울산,23.6,6.4,200,68,8,,19.7,1010.7,0.8,6
2016-05-15 15:00,152,울산,23.3,6.2,200,69,9,,19.6,1010.1,0.2,7
2016-05-15 16:00,152,울산,23.0,6.8,200,73,9,,20.4,1009.6,0.3,7
2016-05-15 17:00,152,울산,23.3,5.4,200,73,9,,20.8,1008.7,0.0,7
2016-05-15 18:00,152,울산,23.0,4.8,200,77,9,,21.6,1008.0,0.0,7
2016-05-15 19:00,152,울산,22.9,4.1,180,81,,,22.5,1007.5,0.0,
2016-05-15 20:00,152,울산,22.6,4.1,180,86,,,23.5,1007.2,0.0,
2016-05-15 21:00,152,울산,22.5,4.2,180,89,8,,24.1,1007.0,,7
2016-05-15 22:00,152,울산,22.4,4.5,160,89,,,24.0,1006.1,,
2016-05-15 23:00,152,울산,21.8,4.2,180,96,,,25.0,1004.9,,
2016-05-16 00:00,152,울산,21.3,5.4,180,98,8,,24.7,1004.0,,8
2016-05-16 01:00,152,울산,21.4,3.8,180,98,,,24.9,1003.2,,
2016-05-16 02:00,152,울산,21.1,1.5,180,98,10,1.7,24.4,1002.6,,8
2016-05-16 03:00,152,울산,21.0,3.0,200,98,10,0.6,24.3,1002.1,,8
2016-05-16 04:00,152,울산,16.3,3.4,340,98,10,4.1,18.1,1002.7,,8
2016-05-16 05:00,152,울산,14.9,4.9,320,98,10,1.8,16.5,1003.6,,8
2016-05-16 06:00,152,울산,13.9,4.5,320,90,10,3.9,14.2,1005.1,0.0,8
2016-05-16 07:00,152,울산,12.5,3.8,320,85,9,,12.3,1006.2,0.0,9
2016-05-16 08:00,152,울산,12.7,3.9,290,71,10,0.0,10.4,1007.4,0.0,6
2016-05-16 09:00,152,울산,11.2,1.8,340,91,10,0.6,12.0,1008.7,0.0,6
2016-05-16 10:00,152,울산,11.4,1.7,290,96,10,0.4,12.9,1009.2,0.0,6
2016-05-16 11:00,152,울산,12.5,1.1,340,86,10,0.0,12.4,1009.9,0.0,5
2016-05-16 12:00,152,울산,14.8,1.4,20,76,9,,12.8,1009.7,0.2,4
2016-05-16 13:00,152,울산,17.9,3.7,290,51,7,,10.4,1009.2,0.8,0
2016-05-16 14:00,152,울산,19.5,4.1,320,39,6,,8.8,1009.1,1.0,0
2016-05-16 15:00,152,울산,20.8,4.1,290,33,4,,8.1,1009.2,0.9,2
2016-05-16 16:00,152,울산,21.0,2.9,290,34,4,,8.4,1009.2,1.0,0
2016-05-16 17:00,152,울산,19.1,2.0,160,59,4,,12.9,1009.6,1.0,0
2016-05-16 18:00,152,울산,18.5,1.2,110,62,3,,13.1,1009.9,1.0,0
2016-05-16 19:00,152,울산,17.2,0.6,180,70,,,13.7,1010.2,0.8,
