time,ulsan,dangjin_warehouse,dangjin_floating,dangjin
2016-02-26 4:00:00,0,0,0,0
2016-02-26 5:00:00,0,0,0,0
2016-02-26 6:00:00,0,0,0,0
2016-02-26 7:00:00,0,0,0,0
2016-02-26 8:00:00,11,7,10,8
2016-02-26 9:00:00,75,81,119,137
2016-02-26 10:00:00,168,196,298,331
2016-02-26 11:00:00,256,330,479,515
2016-02-26 12:00:00,272,427,623,655
2016-02-26 13:00:00,259,487,711,744
2016-02-26 14:00:00,266,464,678,708
2016-02-26 15:00:00,252,379,556,588
2016-02-26 16:00:00,168,277,394,435
2016-02-26 17:00:00,58,124,190,199
2016-02-26 18:00:00,10,35,69,52
2016-02-26 19:00:00,0,0,1,0
2016-02-26 20:00:00,0,0,0,0
2016-02-26 21:00:00,0,0,0,0
2016-02-26 22:00:00,0,0,0,0
2016-02-26 23:00:00,0,0,0,0
2016-02-26 24:00:00,0,0,0,0
2016-02-27 1:00:00,0,0,0,0
2016-02-27 2:00:00,0,0,0,0
2016-02-27 3:00:00,0,0,0,0
2016-02-27 4:00:00,0,0,0,0
2016-02-27 5:00:00,0,0,0,0
2016-02-27 6:00:00,0,0,0,0
2016-02-27 7:00:00,0,0,0,0
2016-02-27 8:00:00,8,0,0,1
2016-02-27 9:00:00,66,20,20,82
2016-02-27 10:00:00,129,71,73,254
2016-02-27 11:00:00,246,196,302,453
2016-02-27 12:00:00,316,339,408,379
2016-02-27 13:00:00,255,331,463,535
2016-02-27 14:00:00,307,355,586,560
2016-02-27 15:00:00,272,370,462,502
2016-02-27 16:00:00,204,329,432,498
2016-02-27 17:00:00,108,195,280,311
2016-02-27 18:00:00,22,47,84,76
2016-02-27 19:00:00,0,0,4,0
2016-02-27 20:00:00,0,0,0,0
2016-02-27 21:00:00,0,0,0,0
2016-02-27 22:00:00,0,0,0,0
2016-02-27 23:00:00,0,0,0,0
2016-02-27 24:00:00,0,0,0,0
2016-02-28 1:00:00,0,0,0,0
2016-02-28 2:00:00,0,0,0,0
2016-02-28 3:00:00,0,0,0,0
2016-02-28 4:00:00,0,0,0,0
2016-02-28 5:00:00,0,0,0,0
2016-02-28 6:00:00,0,0,0,0
2016-02-28 7:00:00,0,0,0,0
2016-02-28 8:00:00,6,5,6,2
2016-02-28 9:00:00,38,52,71,77
2016-02-28 10:00:00,68,95,138,135
2016-02-28 11:00:00,172,110,161,153
2016-02-28 12:00:00,257,45,76,54
2016-02-28 13:00:00,143,40,56,47
2016-02-28 14:00:00,168,48,67,56
2016-02-28 15:00:00,186,10,17,1
2016-02-28 16:00:00,175,0,1,0
2016-02-28 17:00:00,75,0,0,0
2016-02-28 18:00:00,23,0,0,0
2016-02-28 19:00:00,0,0,0,0
2016-02-28 20:00:00,0,0,0,0
2016-02-28 21:00:00,0,0,0,0
2016-02-28 22:00:00,0,0,0,0
2016-02-28 23:00:00,0,0,0,0
2016-02-28 24:00:00,0,0,0,0
2016-02-29 1:00:00,0,0,0,0
2016-02-29 2:00:00,0,0,0,0
2016-02-29 3:00:00,0,0,0,0
2016-02-29 4:00:00,0,0,0,0
2016-02-29 5:00:00,0,0,0,0
2016-02-29 6:00:00,0,0,0,0
2016-02-29 7:00:00,0,0,0,0
2016-02-29 8:00:00,16,0,0,0
2016-02-29 9:00:00,90,4,13,67
2016-02-29 10:00:00,232,18,39,177
2016-02-29 11:00:00,291,96,143,475
2016-02-29 12:00:00,344,179,399,565
2016-02-29 13:00:00,185,323,676,732
2016-02-29 14:00:00,326,271,538,537
2016-02-29 15:00:00,187,273,436,563
2016-02-29 16:00:00,223,338,492,600
2016-02-29 17:00:00,105,191,285,330
2016-02-29 18:00:00,26,60,91,102
2016-02-29 19:00:00,0,1,6,0
2016-02-29 20:00:00,0,0,0,0
2016-02-29 21:00:00,0,0,0,0
2016-02-29 22:00:00,0,0,0,0
2016-02-29 23:00:00,0,0,0,0
2016-02-29 24:00:00,0,0,0,0
2016-03-01 1:00:00,0,0,0,0
2016-03-01 2:00:00,0,0,0,0
2016-03-01 3:00:00,0,0,0,0
2016-03-01 4:00:00,0,0,0,0
2016-03-01 5:00:00,0,0,0,0
2016-03-01 6:00:00,0,0,0,0
2016-03-01 7:00:00,0,0,0,0
2016-03-01 8:00:00,20,11,18,16
2016-03-01 9:00:00,111,67,89,101
2016-03-01 10:00:00,233,160,314,365
2016-03-01 11:00:00,314,376,573,626
2016-03-01 12:00:00,365,460,701,752
2016-03-01 13:00:00,381,507,706,828
2016-03-01 14:00:00,373,516,736,841
2016-03-01 15:00:00,335,364,559,582
2016-03-01 16:00:00,264,377,484,617
2016-03-01 17:00:00,161,228,296,377
2016-03-01 18:00:00,28,67,102,132
2016-03-01 19:00:00,0,1,5,0
2016-03-01 20:00:00,0,0,0,0
2016-03-01 21:00:00,0,0,0,0
2016-03-01 22:00:00,0,0,0,0
2016-03-01 23:00:00,0,0,0,0
2016-03-01 24:00:00,0,0,0,0
2016-03-02 1:00:00,0,0,0,0
2016-03-02 2:00:00,0,0,0,0
2016-03-02 3:00:00,0,0,0,0
2016-03-02 4:00:00,0,0,0,0
2016-03-02 5:00:00,0,0,0,0
2016-03-02 6:00:00,0,0,0,0
2016-03-02 7:00:00,0,0,0,0
2016-03-02 8:00:00,21,11,16,10
2016-03-02 9:00:00,106,87,129,147
2016-03-02 10:00:00,218,205,310,349
2016-03-02 11:00:00,225,326,495,546
2016-03-02 12:00:00,345,397,555,619
2016-03-02 13:00:00,365,471,712,771
2016-03-02 14:00:00,349,456,689,753
2016-03-02 15:00:00,321,425,609,689
2016-03-02 16:00:00,267,340,454,554
2016-03-02 17:00:00,158,227,297,367
2016-03-02 18:00:00,28,70,117,122
2016-03-02 19:00:00,0,1,6,0
2016-03-02 20:00:00,0,0,0,0
2016-03-02 21:00:00,0,0,0,0
2016-03-02 22:00:00,0,0,0,0
2016-03-02 23:00:00,0,0,0,0
2016-03-02 24:00:00,0,0,0,0
2016-03-03 1:00:00,0,0,0,0
2016-03-03 2:00:00,0,0,0,0
2016-03-03 3:00:00,0,0,0,0
2016-03-03 4:00:00,0,0,0,0
2016-03-03 5:00:00,0,0,0,0
2016-03-03 6:00:00,0,0,0,0
2016-03-03 7:00:00,0,0,0,0
2016-03-03 8:00:00,22,1,2,0
2016-03-03 9:00:00,103,21,35,30
2016-03-03 10:00:00,212,60,90,94
2016-03-03 11:00:00,281,126,181,204
2016-03-03 12:00:00,329,235,370,372
2016-03-03 13:00:00,345,236,372,403
2016-03-03 14:00:00,343,394,602,671
2016-03-03 15:00:00,312,431,639,691
2016-03-03 16:00:00,252,351,474,576
2016-03-03 17:00:00,153,210,288,348
2016-03-03 18:00:00,29,55,97,99
2016-03-03 19:00:00,0,1,6,0
2016-03-03 20:00:00,0,0,0,0
2016-03-03 21:00:00,0,0,0,0
2016-03-03 22:00:00,0,0,0,0
2016-03-03 23:00:00,0,0,0,0
2016-03-03 24:00:00,0,0,0,0
2016-03-04 1:00:00,0,0,0,0
2016-03-04 2:00:00,0,0,0,0
2016-03-04 3:00:00,0,0,0,0
2016-03-04 4:00:00,0,0,0,0
2016-03-04 5:00:00,0,0,0,0
2016-03-04 6:00:00,0,0,0,0
2016-03-04 7:00:00,0,0,0,0
2016-03-04 8:00:00,0,8,12,7
2016-03-04 9:00:00,1,84,126,150
2016-03-04 10:00:00,10,215,335,359
2016-03-04 11:00:00,20,349,457,480
2016-03-04 12:00:00,26,415,634,668
2016-03-04 13:00:00,11,451,699,721
2016-03-04 14:00:00,29,439,684,710
2016-03-04 15:00:00,18,388,573,601
2016-03-04 16:00:00,13,229,367,392
2016-03-04 17:00:00,9,95,122,128
2016-03-04 18:00:00,0,40,72,65
2016-03-04 19:00:00,0,1,5,0
2016-03-04 20:00:00,0,0,0,0
2016-03-04 21:00:00,0,0,0,0
2016-03-04 22:00:00,0,0,0,0
2016-03-04 23:00:00,0,0,0,0
2016-03-04 24:00:00,0,0,0,0
2016-03-05 1:00:00,0,0,0,0
2016-03-05 2:00:00,0,0,0,0
2016-03-05 3:00:00,0,0,0,0
2016-03-05 4:00:00,0,0,0,0
2016-03-05 5:00:00,0,0,0,0
2016-03-05 6:00:00,0,0,0,0
2016-03-05 7:00:00,0,0,0,0
2016-03-05 8:00:00,0,8,11,8
2016-03-05 9:00:00,11,43,63,62
2016-03-05 10:00:00,22,71,105,101
2016-03-05 11:00:00,52,79,122,116
2016-03-05 12:00:00,90,14,32,10
2016-03-05 13:00:00,84,20,36,19
2016-03-05 14:00:00,65,22,45,27
2016-03-05 15:00:00,104,1,4,0
2016-03-05 16:00:00,121,0,2,0
2016-03-05 17:00:00,68,5,13,0
2016-03-05 18:00:00,9,0,2,0
2016-03-05 19:00:00,0,0,0,0
2016-03-05 20:00:00,0,0,0,0
2016-03-05 21:00:00,0,0,0,0
2016-03-05 22:00:00,0,0,0,0
2016-03-05 23:00:00,0,0,0,0
2016-03-05 24:00:00,0,0,0,0
2016-03-06 1:00:00,0,0,0,0
2016-03-06 2:00:00,0,0,0,0
2016-03-06 3:00:00,0,0,0,0
2016-03-06 4:00:00,0,0,0,0
2016-03-06 5:00:00,0,0,0,0
2016-03-06 6:00:00,0,0,0,0
2016-03-06 7:00:00,0,0,0,0
2016-03-06 8:00:00,0,6,8,0
2016-03-06 9:00:00,26,71,93,108
2016-03-06 10:00:00,35,205,304,316
2016-03-06 11:00:00,39,304,411,461
2016-03-06 12:00:00,58,409,595,623
2016-03-06 13:00:00,34,511,742,766
2016-03-06 14:00:00,34,513,747,771
2016-03-06 15:00:00,120,467,670,704
2016-03-06 16:00:00,68,363,504,556
2016-03-06 17:00:00,70,218,314,338
2016-03-06 18:00:00,24,67,123,114
2016-03-06 19:00:00,0,2,8,0
2016-03-06 20:00:00,0,0,0,0
2016-03-06 21:00:00,0,0,0,0
2016-03-06 22:00:00,0,0,0,0
2016-03-06 23:00:00,0,0,0,0
2016-03-06 24:00:00,0,0,0,0
2016-03-07 1:00:00,0,0,0,0
2016-03-07 2:00:00,0,0,0,0
2016-03-07 3:00:00,0,0,0,0
2016-03-07 4:00:00,0,0,0,0
2016-03-07 5:00:00,0,0,0,0
2016-03-07 6:00:00,0,0,0,0
2016-03-07 7:00:00,0,0,0,0
2016-03-07 8:00:00,20,6,8,3
2016-03-07 9:00:00,98,48,67,63
2016-03-07 10:00:00,202,102,148,148
2016-03-07 11:00:00,285,109,143,157
2016-03-07 12:00:00,332,123,191,171
2016-03-07 13:00:00,351,47,77,62
2016-03-07 14:00:00,347,79,108,113
2016-03-07 15:00:00,305,62,100,86
2016-03-07 16:00:00,234,71,100,103
2016-03-07 17:00:00,128,136,201,214
2016-03-07 18:00:00,32,51,98,79
2016-03-07 19:00:00,0,1,7,0
2016-03-07 20:00:00,0,0,0,0
2016-03-07 21:00:00,0,0,0,0
2016-03-07 22:00:00,0,0,0,0
2016-03-07 23:00:00,0,0,0,0
2016-03-07 24:00:00,0,0,0,0
2016-03-08 1:00:00,0,0,0,0
2016-03-08 2:00:00,0,0,0,0
2016-03-08 3:00:00,0,0,0,0
2016-03-08 4:00:00,0,0,0,0
2016-03-08 5:00:00,0,0,0,0
2016-03-08 6:00:00,0,0,0,0
2016-03-08 7:00:00,0,0,0,0
2016-03-08 8:00:00,1,2,5,0
2016-03-08 9:00:00,17,21,33,20
2016-03-08 10:00:00,28,43,62,60
2016-03-08 11:00:00,37,89,120,119
2016-03-08 12:00:00,58,126,171,173
2016-03-08 13:00:00,66,242,346,334
2016-03-08 14:00:00,40,155,223,212
2016-03-08 15:00:00,60,147,221,204
2016-03-08 16:00:00,26,69,106,97
2016-03-08 17:00:00,10,48,78,67
2016-03-08 18:00:00,2,11,23,5
2016-03-08 19:00:00,0,0,1,0
2016-03-08 20:00:00,0,0,0,0
2016-03-08 21:00:00,0,0,0,0
2016-03-08 22:00:00,0,0,0,0
2016-03-08 23:00:00,0,0,0,0
2016-03-08 24:00:00,0,0,0,0
2016-03-09 1:00:00,0,0,0,0
2016-03-09 2:00:00,0,0,0,0
2016-03-09 3:00:00,0,0,0,0
2016-03-09 4:00:00,0,0,0,0
2016-03-09 5:00:00,0,0,0,0
2016-03-09 6:00:00,0,0,0,0
2016-03-09 7:00:00,0,0,0,0
2016-03-09 8:00:00,0,12,16,11
2016-03-09 9:00:00,13,104,147,170
2016-03-09 10:00:00,34,238,348,346
2016-03-09 11:00:00,68,408,576,542
2016-03-09 12:00:00,144,518,710,663
2016-03-09 13:00:00,260,566,631,796
2016-03-09 14:00:00,250,557,614,838
2016-03-09 15:00:00,266,501,661,788
2016-03-09 16:00:00,109,405,566,658
2016-03-09 17:00:00,81,283,362,462
2016-03-09 18:00:00,20,92,157,176
2016-03-09 19:00:00,0,3,11,4
2016-03-09 20:00:00,0,0,0,0
2016-03-09 21:00:00,0,0,0,0
2016-03-09 22:00:00,0,0,0,0
2016-03-09 23:00:00,0,0,0,0
2016-03-09 24:00:00,0,0,0,0
2016-03-10 1:00:00,0,0,0,0
2016-03-10 2:00:00,0,0,0,0
2016-03-10 3:00:00,0,0,0,0
2016-03-10 4:00:00,0,0,0,0
2016-03-10 5:00:00,0,0,0,0
2016-03-10 6:00:00,0,0,0,0
2016-03-10 7:00:00,0,0,0,0
2016-03-10 8:00:00,8,18,25,23
2016-03-10 9:00:00,64,116,177,193
2016-03-10 10:00:00,172,265,382,365
2016-03-10 11:00:00,273,447,612,594
2016-03-10 12:00:00,331,542,718,776
2016-03-10 13:00:00,361,582,610,871
2016-03-10 14:00:00,326,573,634,876
2016-03-10 15:00:00,307,533,649,830
2016-03-10 16:00:00,277,453,588,711
2016-03-10 17:00:00,167,337,374,519
2016-03-10 18:00:00,40,111,171,221
2016-03-10 19:00:00,1,4,8,4
2016-03-10 20:00:00,0,0,0,0
2016-03-10 21:00:00,0,0,0,0
2016-03-10 22:00:00,0,0,0,0
2016-03-10 23:00:00,0,0,0,0
2016-03-10 24:00:00,0,0,0,0
2016-03-11 1:00:00,0,0,0,0
2016-03-11 2:00:00,0,0,0,0
2016-03-11 3:00:00,0,0,0,0
2016-03-11 4:00:00,0,0,0,0
2016-03-11 5:00:00,0,0,0,0
2016-03-11 6:00:00,0,0,0,0
2016-03-11 7:00:00,0,0,0,0
2016-03-11 8:00:00,32,24,29,26
2016-03-11 9:00:00,137,103,120,137
2016-03-11 10:00:00,253,242,357,380
2016-03-11 11:00:00,331,379,488,577
2016-03-11 12:00:00,375,507,730,761
2016-03-11 13:00:00,391,565,622,869
2016-03-11 14:00:00,359,563,623,881
2016-03-11 15:00:00,315,548,648,824
2016-03-11 16:00:00,266,477,594,709
2016-03-11 17:00:00,158,328,369,506
2016-03-11 18:00:00,38,106,167,212
2016-03-11 19:00:00,1,3,8,2
2016-03-11 20:00:00,0,0,0,0
2016-03-11 21:00:00,0,0,0,0
2016-03-11 22:00:00,0,0,0,0
2016-03-11 23:00:00,0,0,0,0
2016-03-11 24:00:00,0,0,0,0
2016-03-12 1:00:00,0,0,0,0
2016-03-12 2:00:00,0,0,0,0
2016-03-12 3:00:00,0,0,0,0
2016-03-12 4:00:00,0,0,0,0
2016-03-12 5:00:00,0,0,0,0
2016-03-12 6:00:00,0,0,0,0
2016-03-12 7:00:00,0,0,0,0
2016-03-12 8:00:00,32,19,26,21
2016-03-12 9:00:00,137,105,148,172
2016-03-12 10:00:00,252,249,352,394
2016-03-12 11:00:00,335,371,518,567
2016-03-12 12:00:00,379,429,620,673
2016-03-12 13:00:00,394,428,654,692
2016-03-12 14:00:00,378,437,658,689
2016-03-12 15:00:00,333,384,564,569
2016-03-12 16:00:00,263,300,400,443
2016-03-12 17:00:00,156,200,285,303
2016-03-12 18:00:00,39,55,98,85
2016-03-12 19:00:00,1,1,5,0
2016-03-12 20:00:00,0,0,0,0
2016-03-12 21:00:00,0,0,0,0
2016-03-12 22:00:00,0,0,0,0
2016-03-12 23:00:00,0,0,0,0
2016-03-12 24:00:00,0,0,0,0
2016-03-13 1:00:00,0,0,0,0
2016-03-13 2:00:00,0,0,0,0
2016-03-13 3:00:00,0,0,0,0
2016-03-13 4:00:00,0,0,0,0
2016-03-13 5:00:00,0,0,0,0
2016-03-13 6:00:00,0,0,0,0
2016-03-13 7:00:00,0,0,0,0
2016-03-13 8:00:00,11,1,3,0
2016-03-13 9:00:00,57,15,24,18
2016-03-13 10:00:00,121,52,73,75
2016-03-13 11:00:00,98,78,111,116
2016-03-13 12:00:00,125,152,213,223
2016-03-13 13:00:00,133,223,296,321
2016-03-13 14:00:00,163,315,468,468
2016-03-13 15:00:00,114,299,446,442
2016-03-13 16:00:00,73,256,386,402
2016-03-13 17:00:00,25,178,283,295
2016-03-13 18:00:00,7,59,108,101
2016-03-13 19:00:00,0,3,10,1
2016-03-13 20:00:00,0,0,0,0
2016-03-13 21:00:00,0,0,0,0
2016-03-13 22:00:00,0,0,0,0
2016-03-13 23:00:00,0,0,0,0
2016-03-13 24:00:00,0,0,0,0
2016-03-14 1:00:00,0,0,0,0
2016-03-14 2:00:00,0,0,0,0
2016-03-14 3:00:00,0,0,0,0
2016-03-14 4:00:00,0,0,0,0
2016-03-14 5:00:00,0,0,0,0
2016-03-14 6:00:00,0,0,0,0
2016-03-14 7:00:00,0,0,0,0
2016-03-14 8:00:00,22,17,12,6
2016-03-14 9:00:00,105,95,71,81
2016-03-14 10:00:00,206,238,192,178
2016-03-14 11:00:00,275,364,170,197
2016-03-14 12:00:00,274,469,444,488
2016-03-14 13:00:00,277,522,684,694
2016-03-14 14:00:00,230,449,639,827
2016-03-14 15:00:00,165,345,675,784
2016-03-14 16:00:00,229,386,570,649
2016-03-14 17:00:00,91,285,350,460
2016-03-14 18:00:00,26,100,170,211
2016-03-14 19:00:00,0,5,11,5
2016-03-14 20:00:00,0,0,0,0
2016-03-14 21:00:00,0,0,0,0
2016-03-14 22:00:00,0,0,0,0
2016-03-14 23:00:00,0,0,0,0
2016-03-14 24:00:00,0,0,0,0
2016-03-15 1:00:00,0,0,0,0
2016-03-15 2:00:00,0,0,0,0
2016-03-15 3:00:00,0,0,0,0
2016-03-15 4:00:00,0,0,0,0
2016-03-15 5:00:00,0,0,0,0
2016-03-15 6:00:00,0,0,0,0
2016-03-15 7:00:00,0,0,0,0
2016-03-15 8:00:00,36,24,34,24
2016-03-15 9:00:00,132,118,172,198
2016-03-15 10:00:00,239,264,372,418
2016-03-15 11:00:00,313,392,548,601
2016-03-15 12:00:00,352,472,672,718
2016-03-15 13:00:00,364,500,662,753
2016-03-15 14:00:00,366,489,660,744
2016-03-15 15:00:00,318,406,600,614
2016-03-15 16:00:00,234,242,373,366
2016-03-15 17:00:00,145,118,191,176
2016-03-15 18:00:00,36,30,53,38
2016-03-15 19:00:00,1,0,2,0
2016-03-15 20:00:00,0,0,0,0
2016-03-15 21:00:00,0,0,0,0
2016-03-15 22:00:00,0,0,0,0
2016-03-15 23:00:00,0,0,0,0
2016-03-15 24:00:00,0,0,0,0
2016-03-16 1:00:00,0,0,0,0
2016-03-16 2:00:00,0,0,0,0
2016-03-16 3:00:00,0,0,0,0
2016-03-16 4:00:00,0,0,0,0
2016-03-16 5:00:00,0,0,0,0
2016-03-16 6:00:00,0,0,0,0
2016-03-16 7:00:00,0,0,0,0
2016-03-16 8:00:00,19,23,29,29
2016-03-16 9:00:00,82,110,156,182
2016-03-16 10:00:00,124,242,348,383
2016-03-16 11:00:00,208,376,522,576
2016-03-16 12:00:00,246,466,665,718
2016-03-16 13:00:00,319,505,674,780
2016-03-16 14:00:00,326,522,634,789
2016-03-16 15:00:00,331,495,679,751
2016-03-16 16:00:00,248,413,562,638
2016-03-16 17:00:00,157,291,353,462
2016-03-16 18:00:00,43,96,167,209
2016-03-16 19:00:00,1,4,12,6
2016-03-16 20:00:00,0,0,0,0
2016-03-16 21:00:00,0,0,0,0
2016-03-16 22:00:00,0,0,0,0
2016-03-16 23:00:00,0,0,0,0
2016-03-16 24:00:00,0,0,0,0
2016-03-17 1:00:00,0,0,0,0
2016-03-17 2:00:00,0,0,0,0
2016-03-17 3:00:00,0,0,0,0
2016-03-17 4:00:00,0,0,0,0
2016-03-17 5:00:00,0,0,0,0
2016-03-17 6:00:00,0,0,0,0
2016-03-17 7:00:00,1,0,0,0
2016-03-17 8:00:00,37,25,33,31
2016-03-17 9:00:00,131,112,153,177
2016-03-17 10:00:00,226,231,313,354
2016-03-17 11:00:00,292,357,492,542
2016-03-17 12:00:00,232,458,674,685
2016-03-17 13:00:00,329,450,626,686
2016-03-17 14:00:00,344,258,380,367
2016-03-17 15:00:00,333,93,144,132
2016-03-17 16:00:00,236,46,69,69
2016-03-17 17:00:00,126,147,193,232
2016-03-17 18:00:00,40,45,86,64
2016-03-17 19:00:00,2,1,4,0
2016-03-17 20:00:00,0,0,0,0
2016-03-17 21:00:00,0,0,0,0
2016-03-17 22:00:00,0,0,0,0
2016-03-17 23:00:00,0,0,0,0
2016-03-17 24:00:00,0,0,0,0
2016-03-18 1:00:00,0,0,0,0
2016-03-18 2:00:00,0,0,0,0
2016-03-18 3:00:00,0,0,0,0
2016-03-18 4:00:00,0,0,0,0
2016-03-18 5:00:00,0,0,0,0
2016-03-18 6:00:00,0,0,0,0
2016-03-18 7:00:00,0,0,0,0
2016-03-18 8:00:00,0,8,12,3
2016-03-18 9:00:00,3,30,43,42
2016-03-18 10:00:00,15,67,84,99
2016-03-18 11:00:00,15,147,209,209
2016-03-18 12:00:00,25,220,289,332
2016-03-18 13:00:00,20,301,433,452
2016-03-18 14:00:00,21,431,631,660
2016-03-18 15:00:00,18,439,639,661
2016-03-18 16:00:00,17,350,500,557
2016-03-18 17:00:00,3,242,319,390
2016-03-18 18:00:00,0,81,142,161
2016-03-18 19:00:00,0,4,12,5
2016-03-18 20:00:00,0,0,0,0
2016-03-18 21:00:00,0,0,0,0
2016-03-18 22:00:00,0,0,0,0
2016-03-18 23:00:00,0,0,0,0
2016-03-18 24:00:00,0,0,0,0
2016-03-19 1:00:00,0,0,0,0
2016-03-19 2:00:00,0,0,0,0
2016-03-19 3:00:00,0,0,0,0
2016-03-19 4:00:00,0,0,0,0
2016-03-19 5:00:00,0,0,0,0
2016-03-19 6:00:00,0,0,0,0
2016-03-19 7:00:00,1,0,0,0
2016-03-19 8:00:00,39,29,41,38
2016-03-19 9:00:00,122,120,173,188
2016-03-19 10:00:00,216,255,348,344
2016-03-19 11:00:00,317,356,480,497
2016-03-19 12:00:00,360,461,652,684
2016-03-19 13:00:00,367,505,694,758
2016-03-19 14:00:00,354,460,616,708
2016-03-19 15:00:00,333,464,695,741
2016-03-19 16:00:00,258,398,557,631
2016-03-19 17:00:00,153,275,347,445
2016-03-19 18:00:00,47,93,160,198
2016-03-19 19:00:00,2,5,15,7
2016-03-19 20:00:00,0,0,0,0
2016-03-19 21:00:00,0,0,0,0
2016-03-19 22:00:00,0,0,0,0
2016-03-19 23:00:00,0,0,0,0
2016-03-19 24:00:00,0,0,0,0
2016-03-20 1:00:00,0,0,0,0
2016-03-20 2:00:00,0,0,0,0
2016-03-20 3:00:00,0,0,0,0
2016-03-20 4:00:00,0,0,0,0
2016-03-20 5:00:00,0,0,0,0
2016-03-20 6:00:00,0,0,0,0
2016-03-20 7:00:00,0,0,0,0
2016-03-20 8:00:00,12,28,35,29
2016-03-20 9:00:00,64,120,169,192
2016-03-20 10:00:00,138,260,358,404
2016-03-20 11:00:00,227,379,527,574
2016-03-20 12:00:00,255,454,642,684
2016-03-20 13:00:00,145,496,717,752
2016-03-20 14:00:00,80,505,703,758
2016-03-20 15:00:00,60,472,697,729
2016-03-20 16:00:00,64,403,568,630
2016-03-20 17:00:00,27,279,355,447
2016-03-20 18:00:00,6,96,168,208
2016-03-20 19:00:00,0,5,16,9
2016-03-20 20:00:00,0,0,0,0
2016-03-20 21:00:00,0,0,0,0
2016-03-20 22:00:00,0,0,0,0
2016-03-20 23:00:00,0,0,0,0
2016-03-20 24:00:00,0,0,0,0
2016-03-21 1:00:00,0,0,0,0
2016-03-21 2:00:00,0,0,0,0
2016-03-21 3:00:00,0,0,0,0
2016-03-21 4:00:00,0,0,0,0
2016-03-21 5:00:00,0,0,0,0
2016-03-21 6:00:00,0,0,0,0
2016-03-21 7:00:00,1,0,0,0
2016-03-21 8:00:00,39,30,37,35
2016-03-21 9:00:00,145,117,159,178
2016-03-21 10:00:00,261,239,330,370
2016-03-21 11:00:00,329,361,500,539
2016-03-21 12:00:00,380,444,623,664
2016-03-21 13:00:00,397,489,702,733
2016-03-21 14:00:00,387,488,715,733
2016-03-21 15:00:00,350,450,665,681
2016-03-21 16:00:00,273,366,529,567
2016-03-21 17:00:00,174,247,336,395
2016-03-21 18:00:00,52,87,152,171
2016-03-21 19:00:00,2,6,17,9
2016-03-21 20:00:00,0,0,0,0
2016-03-21 21:00:00,0,0,0,0
2016-03-21 22:00:00,0,0,0,0
2016-03-21 23:00:00,0,0,0,0
2016-03-21 24:00:00,0,0,0,0
2016-03-22 1:00:00,0,0,0,0
2016-03-22 2:00:00,0,0,0,0
2016-03-22 3:00:00,0,0,0,0
2016-03-22 4:00:00,0,0,0,0
2016-03-22 5:00:00,0,0,0,0
2016-03-22 6:00:00,0,0,0,0
2016-03-22 7:00:00,2,0,0,0
2016-03-22 8:00:00,46,23,33,31
2016-03-22 9:00:00,139,119,133,139
2016-03-22 10:00:00,239,274,331,371
2016-03-22 11:00:00,278,386,538,567
2016-03-22 12:00:00,321,445,633,655
2016-03-22 13:00:00,382,493,677,727
2016-03-22 14:00:00,348,490,635,739
2016-03-22 15:00:00,300,392,593,600
2016-03-22 16:00:00,157,325,476,492
2016-03-22 17:00:00,166,200,298,307
2016-03-22 18:00:00,48,77,131,129
2016-03-22 19:00:00,1,4,12,3
2016-03-22 20:00:00,0,0,0,0
2016-03-22 21:00:00,0,0,0,0
2016-03-22 22:00:00,0,0,0,0
2016-03-22 23:00:00,0,0,0,0
2016-03-22 24:00:00,0,0,0,0
2016-03-23 1:00:00,0,0,0,0
2016-03-23 2:00:00,0,0,0,0
2016-03-23 3:00:00,0,0,0,0
2016-03-23 4:00:00,0,0,0,0
2016-03-23 5:00:00,0,0,0,0
2016-03-23 6:00:00,0,0,0,0
2016-03-23 7:00:00,0,0,0,0
2016-03-23 8:00:00,32,34,46,39
2016-03-23 9:00:00,91,132,189,173
2016-03-23 10:00:00,170,272,376,368
2016-03-23 11:00:00,244,409,561,566
2016-03-23 12:00:00,190,485,687,676
2016-03-23 13:00:00,230,472,654,686
2016-03-23 14:00:00,230,442,640,646
2016-03-23 15:00:00,79,373,578,547
2016-03-23 16:00:00,73,296,433,448
2016-03-23 17:00:00,23,199,304,303
2016-03-23 18:00:00,2,71,122,115
2016-03-23 19:00:00,0,6,15,6
2016-03-23 20:00:00,0,0,0,0
2016-03-23 21:00:00,0,0,0,0
2016-03-23 22:00:00,0,0,0,0
2016-03-23 23:00:00,0,0,0,0
2016-03-23 24:00:00,0,0,0,0
2016-03-24 1:00:00,0,0,0,0
2016-03-24 2:00:00,0,0,0,0
2016-03-24 3:00:00,0,0,0,0
2016-03-24 4:00:00,0,0,0,0
2016-03-24 5:00:00,0,0,0,0
2016-03-24 6:00:00,0,0,0,0
2016-03-24 7:00:00,1,0,1,0
2016-03-24 8:00:00,35,30,39,32
2016-03-24 9:00:00,138,135,188,208
2016-03-24 10:00:00,255,290,396,424
2016-03-24 11:00:00,337,414,571,600
2016-03-24 12:00:00,309,494,677,701
2016-03-24 13:00:00,240,538,632,784
2016-03-24 14:00:00,230,535,612,789
2016-03-24 15:00:00,169,505,612,742
2016-03-24 16:00:00,99,416,605,625
2016-03-24 17:00:00,119,288,384,441
2016-03-24 18:00:00,18,101,179,198
2016-03-24 19:00:00,2,8,24,15
2016-03-24 20:00:00,0,0,0,0
